Friends sharing  Thursday Thoughts	183	Positivo	4	7	2018	Thu Aug 23 10:41:08 ART 2018	imaryellita	- 
The first happiness of a child is to know that s he is loved    Don Bosco  Loving and protecting all children is our universa	36	Positivo	4	7	2018	Thu Aug 23 10:41:07 ART 2018	EvaDuranRamos	- 
If we only talk and don t  do  we won t have anything to show for our dreams except words   Thursday Thoughts	0	Neutral	4	7	2018	Thu Aug 23 10:41:07 ART 2018	NanaHoodRocks	Kentucky 
I don t fear Transgender people   I fear people arrogant enough to believe they have a right to police someone s body	14	Negativo	4	7	2018	Thu Aug 23 10:41:06 ART 2018	thiafinart	Pioneer, CA 
The RESIST  album was a labor of love and hate  a mission I felt I had to undertake and work on  every night for	0	Negativo	4	7	2018	Thu Aug 23 10:41:06 ART 2018	FDRforever	a music studio somewhere in NJ 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:41:06 ART 2018	redwingschic	Florida, USA 
Vote Republican this November           Only YOU can prevent socialist liars               MAGA   tcot   Fox News   Thursd	19	Neutral	4	7	2018	Thu Aug 23 10:41:05 ART 2018	WilmaRi99055006	USA 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:41:05 ART 2018	mshaw53	Republic of Texas 
how to save your heart     should    never expect   never demand   never assume    know    your limits   where yo	203	Neutral	4	7	2018	Thu Aug 23 10:41:05 ART 2018	Mackmo666555	Illinois, USA 
Today would be a great day for   to resign   Thursday Thoughts	180	Positivo	4	7	2018	Thu Aug 23 10:41:05 ART 2018	DavidTodd17	Ontario 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:41:05 ART 2018	denita_johnson	tulia texas 
Thursday Thoughts  from Nashville this week  What do you have planned this weekend	0	Negativo	4	7	2018	Thu Aug 23 10:41:05 ART 2018	laini_wildfire	New Haven, CT 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:41:04 ART 2018	russwhite69	- 
The path doesn t take you  you have to take the path   quote   Thursday Thoughts	15	Neutral	4	7	2018	Thu Aug 23 10:41:04 ART 2018	KeepersProphet	- 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:41:04 ART 2018	TrumpChess	St Louis, MO 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:41:03 ART 2018	KimDillow6610	- 
Matthew     states  For nation shall rise against nation  and kingdom against kingdom  and there shall be famines	0	Negativo	4	7	2018	Thu Aug 23 10:41:03 ART 2018	KevinSt24484283	Norfolk VA 
Svens Food Thought  Today is  National Burger Day   When I visited Australia  I was amazed to find they put beetroot and pin	5	Positivo	4	7	2018	Thu Aug 23 10:41:03 ART 2018	AmandaEverall2	Hamilton Hill, Perth  WA 
PREACH    Nails it  May Contain Strong Language   RT if UAgree The  Walk Away   Woke   Movement  will bring the D	277	Neutral	4	7	2018	Thu Aug 23 10:41:03 ART 2018	old_frenchy	San Diego,  CA 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:41:03 ART 2018	rscg15	- 
When Tory Brexiteers say there s nothing to fear from  No Deal Brexit   don t listen to what they say  watch what they do	3	Neutral	4	7	2018	Thu Aug 23 10:41:02 ART 2018	01Mark39	Manchester UK 
TRAVEL ADVISORY Dominic Durden   Mollie Tibbetts   Kate Steinle were murdered by Illegal Aliens  We must	10	Negativo	4	7	2018	Thu Aug 23 10:41:02 ART 2018	A1lilDog	America 
Holy crap    Magazine s new cover  Wow   Thursday Thoughts	480	Neutral	4	7	2018	Thu Aug 23 10:41:01 ART 2018	MrRobot101	As singularity, I m everywhere 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:41:00 ART 2018	Wireshark777	mn 
Good friend of the show and great to have in your ears check out The Bottom Line  with Davidson Baker	0	Positivo	4	7	2018	Thu Aug 23 10:41:00 ART 2018	MartialArtsChat	Central Scotland 
Partner with us for any kind of  signages  you require in different industries       Thursday Though	1	Positivo	4	7	2018	Thu Aug 23 10:41:00 ART 2018	_30days30sites	codeanywhere com 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:40:59 ART 2018	Shirley73865864	- 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:40:59 ART 2018	patriot_mom6	- 
Thursday Thoughts   In Deep  Pretty sure this is one Time cover Trump won t be hanging up at the golf club	55	Positivo	4	7	2018	Thu Aug 23 10:40:59 ART 2018	zunderwhelmed	Earth 
Happy Birthday  Rick Springfield     Thursday Thoughts	0	Positivo	4	7	2018	Thu Aug 23 10:40:59 ART 2018	LEGENDS_MBSC	Myrtle Beach, SC 
Today s refreshing poem is  Turkey in the Straw  by Eileen Murphy   The first autumn leaves letters cut out of yellow ochr	1	Neutral	4	7	2018	Thu Aug 23 10:40:58 ART 2018	Kavetchnik	Miami Shores 
New In  This is TIME s new cover  Holly Shit  Trump is in deep trouble   Thursday Thoughts   Resist	65	Neutral	4	7	2018	Thu Aug 23 10:40:57 ART 2018	juney57	Durham, England 
George Soros  America s Biggest Enemy   Thursday Thoughts   evil	36	Neutral	4	7	2018	Thu Aug 23 10:40:57 ART 2018	naynayfig	Bakersfield 
You can smoke and be successful  It s all up to you   Thursday Thoughts	99	Positivo	4	7	2018	Thu Aug 23 10:40:56 ART 2018	The_TrueCowboy	Memphis, TN 
Watch Live  South Africa The Land Of Communism  Theft   Murder  Tune in M F    a       Real News	77	Neutral	4	7	2018	Thu Aug 23 10:40:55 ART 2018	plagueoflegions	New Orleans, Louisiana 
Elections are coming  Have some coffee  and let s get to work    Gun Sense Voter   Thursday Thoughts   Elections	6	Neutral	4	7	2018	Thu Aug 23 10:40:55 ART 2018	jbellbooks	Tennessee, USA 
The Human Race Has One Really Effective Weapon  and That is Laughter   Mark Twain  Thursday Thoughts	32	Positivo	4	7	2018	Thu Aug 23 10:40:55 ART 2018	customlifemedia	Canada 
Enjoying  Asian Games   Like players of the Games  Let s run  jump  and move forward to our goal  Gender equality  v	7	Positivo	4	7	2018	Thu Aug 23 10:40:54 ART 2018	UNIC_Tokyo	- 
Who are we but the stories in our hearts  Is it not that those stories make me who I am  Do stories not shape our bein	2	Positivo	4	7	2018	Thu Aug 23 10:40:54 ART 2018	KarenMarieHart	Florida 
slams Session  I put in an AG that never took control of the Justice Department  Do you think   wil	16	Neutral	4	7	2018	Thu Aug 23 10:40:54 ART 2018	NegevReady2018	- 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:40:54 ART 2018	jojay1982	- 
I am in Colombia  I vote from abroad  I vote in NY  where I m registered  I check the status of my registration every year	4	Neutral	4	7	2018	Thu Aug 23 10:40:53 ART 2018	dacollar1	Michigan, USA 
Happy Better Outlook Thursday  Change your view  change your perspective and life   iamjustsaying   nature   tree	0	Neutral	4	7	2018	Thu Aug 23 10:40:52 ART 2018	epmcknight	California 
Cohen made up lies about Trump to get a better plea deal   Thursday Thoughts	22	Neutral	4	7	2018	Thu Aug 23 10:40:52 ART 2018	babafemi9	- 
Dry eyes  also known as dry eye syndrome  occurs when your tears are not providing enough lubrication for your eyes	0	Negativo	4	7	2018	Thu Aug 23 10:40:52 ART 2018	_SriSaiHospital	- 
Don t miss this latest BEST SELLER   Omg this book was awesome  I could not stop reading it    An absolute page tur	0	Positivo	4	7	2018	Thu Aug 23 10:40:52 ART 2018	Buffyandrews	York, Pa 
Thursday Thoughts  haven t checked my personal Facebook in awhile and now I know why status same since circa       and now back to twitter	0	Neutral	4	7	2018	Thu Aug 23 10:40:51 ART 2018	travelistajen	Bay Area, CA 
TRAVEL ADVISORY Dominic Durden   Mollie Tibbetts   Kate Steinle were murdered by Illegal Aliens  We must	4	Negativo	4	7	2018	Thu Aug 23 10:40:50 ART 2018	holden_holden29	- 
I believe that the only true religion consists of having a good heart   Thursday Thoughts	32	Neutral	4	7	2018	Thu Aug 23 10:40:49 ART 2018	Michael58952861	Michigan, USA 
Today would be a great day for   to resign   Thursday Thoughts	180	Positivo	4	7	2018	Thu Aug 23 10:40:49 ART 2018	SpawnofDavis	Midlands, England 
So         how s that    hourly wage working for you  I guess the two of you can run the coffee s	15	Positivo	4	7	2018	Thu Aug 23 10:40:49 ART 2018	ManeBlonde	United States 
Join me LIVE on Periscope at  amET for  Thursday Thoughts   Cohen  is a stooge  Cuomo  and  Warren  ignore this and trust onl	3	Neutral	4	7	2018	Thu Aug 23 10:40:47 ART 2018	SusanKnowles	USA 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:46 ART 2018	4ffe71daa20b471	Englewood, NJ 
Missing Kids  is trending and I thought  Oh shit  Someone finally dropped a truth bomb on the Clinton Foundations role in	27	Neutral	4	7	2018	Thu Aug 23 10:40:46 ART 2018	omgstf	Coral Springs, FL 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:40:45 ART 2018	MusicCityDawg	- 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:45 ART 2018	Firni	Hell 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:40:44 ART 2018	adonna4351	- 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:44 ART 2018	Bex3713	I am a Rubix  A beautiful mess 
President Trump speaks on Justice Department   the Federal Bureau of Investigation  Wray recommended by Rosenstein	8	Negativo	4	7	2018	Thu Aug 23 10:40:44 ART 2018	SusanLFleming2	- 
I m sick and tired of Trump supporters bashing President Obama  This man inherited a recession  Passed ACA and ARRA  which	186	Positivo	4	7	2018	Thu Aug 23 10:40:43 ART 2018	rediornot49	Illinois, USA 
I ve heard from many of you that my tweets are not appearing on your Twitter feeds   The way to get around this is to di	327	Neutral	4	7	2018	Thu Aug 23 10:40:42 ART 2018	kevin9359	- 
So much in life depends on our attitude  The way we choose to see things and respond to others makes all the differenc	58	Neutral	4	7	2018	Thu Aug 23 10:40:42 ART 2018	kunz_deborah	Florida   NC 
Vote Republican this November           Only YOU can prevent socialist liars               MAGA   tcot   Fox News   Thursd	19	Neutral	4	7	2018	Thu Aug 23 10:40:40 ART 2018	mshaw53	Republic of Texas 
Nothing replaces ACTION   Pent Way   Thursday Thoughts	0	Positivo	4	7	2018	Thu Aug 23 10:40:40 ART 2018	MarkBPentecost	- 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:40 ART 2018	prosperi_gloria	- 
Elizabeth Warren   So Sorry  for Mollie Tibbetts  Family  but Trump Is Still Separating Migrant Children  The democrat pa	353	Positivo	4	7	2018	Thu Aug 23 10:40:39 ART 2018	grizzlemeister	Texas, USA 
The  democ RATS  always say if getting rid of guns saves just one life it will be worth it so      If building a wall w	12	Positivo	4	7	2018	Thu Aug 23 10:40:39 ART 2018	CountryJazz4	USA 
Two takeaways from   last night  the Trump kids are in serious legal jeopardy  and the action is now in NY state cour	24	Neutral	4	7	2018	Thu Aug 23 10:40:37 ART 2018	DaphneDi	Manhattan, NY 
Me  every time I think my career is about to finally take off   Thursday Thoughts	0	Neutral	4	7	2018	Thu Aug 23 10:40:37 ART 2018	danielhbrockman	Kansas City, MO 
During Watergate  Nixon s allies stood by him  But that wall of protection collapsed  after the Supreme Court forced the r	96	Negativo	4	7	2018	Thu Aug 23 10:40:37 ART 2018	claude859	Tennessee, USA 
I think it s time I find me that special one because I need somebody to take the edge off what we call life  Thursday Th	2	Positivo	4	7	2018	Thu Aug 23 10:40:36 ART 2018	cowanuqaxido	- 
I m sure you ll agree            thirstythursday   bartender   thursdayth	4	Negativo	4	7	2018	Thu Aug 23 10:40:35 ART 2018	Mr_Simms_Hx	Hornchurch Essex 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:40:35 ART 2018	JillMayfield	- 
I look to the future because that s where I plan on spending the rest of my life    George Burns	0	Positivo	4	7	2018	Thu Aug 23 10:40:34 ART 2018	ColLittleton	Lynnville, TN  Pop    U S A 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:34 ART 2018	Phylulu1	- 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:40:34 ART 2018	szeminska61	Kansas City 
What is painfully obvious in these moments  isn t simply that the person alleging to lead this country is a terrible hu	127	Negativo	4	7	2018	Thu Aug 23 10:40:34 ART 2018	Melissa43565759	United States 
Shine in your light  Walk in your purpose  Pray for love  faith and strength to endure this thang called life  You ge	1	Positivo	4	7	2018	Thu Aug 23 10:40:34 ART 2018	coolmentoring	- 
If the plan doesn t work  change the plan  not the goal   Thursday Thoughts	152	Neutral	4	7	2018	Thu Aug 23 10:40:34 ART 2018	ianhaw	England, United Kingdom 
Found this on my timeline awhile back  Just gonna drop this in here   Thursday Thoughts   History	0	Neutral	4	7	2018	Thu Aug 23 10:40:32 ART 2018	Scotty_2017	ark 
Holy crap    Magazine s new cover  Wow   Thursday Thoughts	480	Neutral	4	7	2018	Thu Aug 23 10:40:32 ART 2018	pearlsbaubles	Buffalo NY 
I don t know why you were silent in    but I want you to know that your silence was costly regardless  Your abstine	8	Positivo	4	7	2018	Thu Aug 23 10:40:32 ART 2018	sujatin	Perth, Scotland 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:32 ART 2018	heyjdey	California Republic 
We continue to grow throughout life through work experience  encounters  and unexpected surprises    So think of y	0	Neutral	4	7	2018	Thu Aug 23 10:40:31 ART 2018	lifelette	Bulgaria 
If you want to ask about the  Missing Kids  please direct your questions to  Planned Parenthood    as they are responsible	12	Neutral	4	7	2018	Thu Aug 23 10:40:30 ART 2018	Miztoole	USA 
The  democ RATS  always say if getting rid of guns saves just one life it will be worth it so      If building a wall w	12	Positivo	4	7	2018	Thu Aug 23 10:40:30 ART 2018	_jackmick_	Manchester 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:30 ART 2018	cagney1991	South Florida 
Today s refreshing poem is  Turkey in the Straw  by Eileen Murphy   The first autumn leaves letters cut out of yel	1	Neutral	4	7	2018	Thu Aug 23 10:40:30 ART 2018	SWWIMmiami	Miami, FL 
is grimly determined to drag America down to a watery grave along with himself  Don t let this happen	72	Negativo	4	7	2018	Thu Aug 23 10:40:30 ART 2018	gpalochko	Venice, FL 
Your  talent  determines what you can do  Your  motivation  determines how much you are willing to do  Your	0	Positivo	4	7	2018	Thu Aug 23 10:40:30 ART 2018	ConwayGlobal	Worldwide 
Thursday Thoughts  We get fantastic feedback from service users  It keeps us going  You can help by simply being a member	1	Positivo	4	7	2018	Thu Aug 23 10:40:30 ART 2018	maurawilson63	- 
Good morning friends I m here to wish you a Fabulous Thursday  Stay Safe   take care xx    Thursday Thoughts	45	Positivo	4	7	2018	Thu Aug 23 10:40:30 ART 2018	GlendaDemoss3	- 
Anamorph interview with Steve Snyder       indiedev   Indie Game Dev   indiegame   indi	3	Positivo	4	7	2018	Thu Aug 23 10:40:29 ART 2018	MyLoc_Tracker	World Wide 
AMISH FACTOID  Most Amish families grow a garden every year  But not necessarily organic    garden   groworganic	0	Neutral	4	7	2018	Thu Aug 23 10:40:29 ART 2018	AmishFoundation	New York, NY 
How very powerful is prayer  We don t need a lot of words and we don t have to speak in King James English when we talk to	2	Neutral	4	7	2018	Thu Aug 23 10:40:29 ART 2018	Dramasong1	Jacksonville, Fl 
UK s next top cat model   Fluffy Fursday   Thursday Thoughts   Thursday Motivation	0	Positivo	4	7	2018	Thu Aug 23 10:40:28 ART 2018	AbiCat_tales	Manchester, England 
BREAKING NEWS  France  Muslim screaming  Allahu akbar  kills his mother and sister  cops say it s not terrorism  he s me	86	Negativo	4	7	2018	Thu Aug 23 10:40:28 ART 2018	CryptoFanAsus	- 
PGA Golf Prize Money Up for Grabs at the   Northern Trust FedEx Cup Playoff Event	0	Positivo	4	7	2018	Thu Aug 23 10:40:28 ART 2018	kimsanger1	NJ 
Women who invest in themselves go further    femaleempowerment   womeninbusiness   Thursday Thoughts   quoteoftheday	0	Positivo	4	7	2018	Thu Aug 23 10:40:28 ART 2018	Anlee11	- 
Holy crap    Magazine s new cover  Wow   Thursday Thoughts	480	Neutral	4	7	2018	Thu Aug 23 10:40:28 ART 2018	CaraMelCookies9	- 
Thank You President Trump          Retail sales up       Factory output up       GDP at       Unemployment at	255	Neutral	4	7	2018	Thu Aug 23 10:40:27 ART 2018	MWAgain	Texan in Orlando 
has condenser coil cleaner and leak freeze for your  refrigerator      DIY	0	Positivo	4	7	2018	Thu Aug 23 10:40:27 ART 2018	McSupplystuf	Lancaster, PA 
New In  This is TIME s new cover  Holly Shit  Trump is in deep trouble   Thursday Thoughts   Resist	65	Neutral	4	7	2018	Thu Aug 23 10:40:26 ART 2018	dehronlee	Albuquerque, NM 
Thursday Thoughts  The African Dung beetle  top	0	Positivo	4	7	2018	Thu Aug 23 10:40:25 ART 2018	WHarkavy	Long Beach, NY 
Evil capitalist driving a super car  Wait  No  It s socialist Bernie Sanders being a hypocrite as all Liberals are and	10	Neutral	4	7	2018	Thu Aug 23 10:40:25 ART 2018	Tweety66l	New Jersey, USA 
Who are we but the stories in our hearts  Is it not that those stories make me who I am  Do stories not shape our bein	2	Positivo	4	7	2018	Thu Aug 23 10:40:25 ART 2018	melanie_korach	Toronto, Ontario 
Thursday Thoughts   God Kabir Ji  Himself comes as His own messenger   delivers His supreme knowledge  Yajur Ved mention	645	Neutral	4	7	2018	Thu Aug 23 10:40:25 ART 2018	VipulDe05769375	- 
TRAVEL ADVISORY Dominic Durden   Mollie Tibbetts   Kate Steinle were murdered by Illegal Aliens  We must	10	Negativo	4	7	2018	Thu Aug 23 10:40:25 ART 2018	ii_pita	New York, USA 
Let s Get It  Hopefully last day of classroom training bc I m ready to hit the floor  Lol  Y all have a great one	0	Positivo	4	7	2018	Thu Aug 23 10:40:24 ART 2018	thatbitxhQuiQui	Rockport, TX 
So         how s that    hourly wage working for you  I guess the two of you can run the coffee s	15	Positivo	4	7	2018	Thu Aug 23 10:40:24 ART 2018	mshaw53	Republic of Texas 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:40:23 ART 2018	OZDeplorable	Australia 
Good morning to everyone except all of you f cking  Deep State  troglodytes who have now colluded to bring down	152	Positivo	4	7	2018	Thu Aug 23 10:40:23 ART 2018	pedsscrub	Louisiana  
Everybody loves success  but they hate successful people  John McEnroe  quote   thursdaythoughts	0	Negativo	4	7	2018	Thu Aug 23 10:40:23 ART 2018	tim_fargo	x Inc    winner 
PARIS STABBING  A radical Islamic terrorist murdered   women in Trappes   yelled  Allahu Akbar    The terrorist was repo	195	Negativo	4	7	2018	Thu Aug 23 10:40:23 ART 2018	buckpolitics	Texas, USA 
Donald Trump recently said that if he ever got impeached  the markets would crash  I vote that we test his theory	7	Neutral	4	7	2018	Thu Aug 23 10:40:23 ART 2018	Jomc66051547	New Jersey, USA 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	331	Neutral	4	7	2018	Thu Aug 23 10:40:22 ART 2018	mere_ket	South Carolina, USA 
I m sick and tired of Trump supporters bashing President Obama  This man inherited a recession  Passed ACA and ARRA  which	186	Positivo	4	7	2018	Thu Aug 23 10:40:22 ART 2018	pikvibe	- 
Reflect upon your present blessings  of which every man has many  Not on your past misfortunes  of which all men h	0	Positivo	4	7	2018	Thu Aug 23 10:40:22 ART 2018	amoybejeweled	Jamaica 
Friends sharing  Thursday Thoughts	183	Positivo	4	7	2018	Thu Aug 23 10:40:21 ART 2018	6SeXNLQ7IwM4F4k	- 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:40:21 ART 2018	capetessa2	New England 
Amazon  PureSpa Essential Oil Diffuser only         Buy now       Today only         ad	69	Neutral	4	7	2018	Thu Aug 23 10:40:20 ART 2018	Jennasm66663888	Virginia, USA 
The  Light  is not at the end of the tunnel  it s inside you   MOA    IARTG    YA SciF	2	Neutral	4	7	2018	Thu Aug 23 10:40:20 ART 2018	Written2016	Sundbyberg, Sweden 
Every word that I summon is a milestone  Every sentence I assemble is a touchdown  My wisdom is wind from the Pit	0	Negativo	4	7	2018	Thu Aug 23 10:40:19 ART 2018	captaingodbody	Connecticut, USA 
PARIS STABBING  A radical Islamic terrorist murdered   women in Trappes   yelled  Allahu Akbar    The terrorist was rep	17	Negativo	4	7	2018	Thu Aug 23 10:40:19 ART 2018	RightField75	- 
Doesn t Congress have a Tax Payer Funded account where they ve used more than    Million to keep people quiet about aff	18	Positivo	4	7	2018	Thu Aug 23 10:40:18 ART 2018	Alex88249021	Chicago, IL 
Crimes aren t Crimes Truth isn t Truth Flipping should be illegal Is the White House outsourcing their communications strat	60	Negativo	4	7	2018	Thu Aug 23 10:40:18 ART 2018	cagney1991	South Florida 
If you want to ask about the  Missing Kids  please direct your questions to  Planned Parenthood    as they are responsible	13	Neutral	4	7	2018	Thu Aug 23 10:40:17 ART 2018	adriana_s1970	Roslyn, WA 
Holy crap    Magazine s new cover  Wow   Thursday Thoughts	480	Neutral	4	7	2018	Thu Aug 23 10:40:16 ART 2018	zunderwhelmed	Earth 
You can smoke and be successful  It s all up to you   Thursday Thoughts	99	Positivo	4	7	2018	Thu Aug 23 10:40:16 ART 2018	Classic_OG33	- 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:40:16 ART 2018	DebbieC529	Tennessee, USA 
Today would be a great day for   to resign   Thursday Thoughts	180	Positivo	4	7	2018	Thu Aug 23 10:40:16 ART 2018	fshaynes	Raleigh, NC 
George Soros  America s Biggest Enemy   Thursday Thoughts   evil	36	Neutral	4	7	2018	Thu Aug 23 10:40:16 ART 2018	RedinVa2	- 
TRUMP   I ll tell you what  if I ever got impeached  I think the market would crash  I think everybody would be very poor	14	Positivo	4	7	2018	Thu Aug 23 10:40:15 ART 2018	bertzbiz	Gorham, ME 
Manafort and Michael Cohen both went down so  we can expect Trump to ramp up his attacks on Anthem protesters  He s go	84	Positivo	4	7	2018	Thu Aug 23 10:40:15 ART 2018	HooyoCanjeelo	RT does not imply endorsement 
Thursday Thoughts  Let s get real folks  Pres  Donald J  Trump has turned America around from   of the most unproduc	0	Negativo	4	7	2018	Thu Aug 23 10:40:15 ART 2018	Geminijohn37	- 
BREAKING  As of   a m  this morning  Republicans have a      vote lead in Florida early voting   We must defeat the d	333	Neutral	4	7	2018	Thu Aug 23 10:40:14 ART 2018	H72Heather	- 
Way to many items to list but check us out   Thursday Thoughts   Math I Can Understand	0	Neutral	4	7	2018	Thu Aug 23 10:40:14 ART 2018	HatterMore	Alabama, USA 
If your Northern Virginia colleague at work   who has been out for a few weeks  suddenly returns driving a new Bentley	5	Neutral	4	7	2018	Thu Aug 23 10:40:14 ART 2018	MetroDonMartin	Bakersfield CA and Avila Beach 
